Date,Open,High,Low,Close,Volume
2013-04-29,40.840744,40.929668,40.282944,40.371868,2967068
2013-04-30,40.501213,40.75182,40.088924,40.75182,2668704
2013-05-01,40.711399,40.81649,40.339531,40.53355,1953965
2013-05-02,40.501213,40.81649,40.25869,40.703316,2078902
2013-05-03,41.010509,41.447048,40.945835,41.366207,1777940
2013-05-06,41.35004,41.358124,40.784157,41.212612,2163884
2013-05-07,41.422798,42.578819,41.034763,42.546482,3946154
2013-05-08,42.392887,43.11237,41.84317,43.015362,6843950
2013-05-09,42.182701,42.667744,41.907841,42.10186,7292981
2013-05-10,41.624901,41.810833,41.083267,41.746159,4541646
2013-05-13,41.632984,41.632984,40.986256,41.107517,2836070
2013-05-14,41.099434,41.156021,40.848827,40.986256,2770880
2013-05-15,41.034763,41.269199,40.873081,41.115601,2456064
2013-05-16,41.099434,41.269199,40.662895,40.81649,2379122
2013-05-17,40.27486,40.735649,39.838318,40.654812,4829619
2013-05-20,40.662895,41.932095,40.509296,41.883591,5707765
2013-05-21,41.907841,42.142281,41.657234,41.996765,3069244
2013-05-22,42.134197,42.295876,41.398544,41.60873,3490814
2013-05-23,41.317703,42.109943,41.164108,41.382378,3038938
2013-05-24,40.840744,41.067097,40.113178,40.250607,3734379
2013-05-28,40.840744,40.840744,40.210186,40.291027,3095469
2013-05-29,39.74131,39.846401,39.417946,39.523041,4029404
2013-05-30,39.644302,40.339531,39.579628,40.113178,3341013
2013-05-31,40.032337,40.590137,39.846401,40.428455,4313048
2013-06-03,40.444626,41.018593,40.153599,41.010509,4699363
2013-06-04,40.962006,42.417137,40.81649,41.988682,7374747
2013-06-05,41.535973,41.956345,41.358124,41.762329,4890603
2013-06-06,41.616814,41.616814,40.29911,40.953922,4939836
2013-06-07,41.164108,41.422798,40.848827,41.131771,3337426
2013-06-10,41.220695,41.406628,40.77607,40.970089,2220291
2013-06-11,40.654812,40.687145,40.242523,40.476959,1717698
2013-06-12,40.79224,41.091351,40.315277,40.428455,2203963
2013-06-13,40.622475,41.301537,40.565884,41.220695,2283255
2013-06-14,41.018593,41.770412,41.010509,41.059013,5197256
2013-06-17,41.212612,41.447048,40.945835,41.228779,2677239
2013-06-18,41.212612,42.368633,41.196442,42.295876,2439983
2013-06-19,42.295876,42.958771,41.835087,41.891674,3716195
2013-06-20,41.366207,41.738075,40.75182,41.374294,5506011
2013-06-21,41.746159,42.012936,41.374294,41.641068,6013181
2013-06-24,41.220695,41.253033,39.781731,39.846401,3196161
2013-06-25,40.250607,40.53355,39.919159,40.202103,1915247
2013-06-26,40.565884,40.75182,39.935326,40.202103,2258886
2013-06-27,40.331448,40.485043,39.733227,39.76556,4083708
2013-06-28,39.781731,40.315277,39.660469,39.814068,4395927
2013-07-01,40.153599,40.485043,40.056587,40.088924,3310954
2013-07-02,40.088924,40.565884,39.991917,40.250607,1840409
2013-07-03,40.016167,40.016167,39.426029,39.773647,1449146
2013-07-05,40.088924,40.379951,39.652386,40.153599,2716947
2013-07-08,40.29911,40.905415,40.226353,40.719482,2856728
2013-07-09,40.889248,41.277283,40.49313,40.881165,2715339
2013-07-10,40.840744,41.067097,40.485043,40.913502,3236858
2013-07-11,41.422798,42.352467,41.269199,42.303963,4501938
2013-07-12,42.303963,42.303963,41.689571,41.891674,2020145
2013-07-15,41.794666,42.522232,41.746159,42.093777,1817153
2013-07-16,42.215034,42.449474,41.697655,41.883591,1737738
2013-07-17,41.996765,42.368633,41.786579,41.980598,1348083
2013-07-18,42.069523,42.603073,42.06144,42.497978,1644097
2013-07-19,42.449474,42.61924,42.134197,42.433308,1641499
2013-07-22,42.368633,42.829426,42.352467,42.772839,1131360
2013-07-23,42.797089,43.209377,42.651577,42.983025,2068883
2013-07-24,43.031528,43.13662,42.433308,42.554569,1540189
2013-07-25,42.449474,43.055779,42.42522,43.047695,1343629
2013-07-26,42.91835,43.468067,42.700081,43.395309,1838058
2013-07-29,43.379143,45.109135,43.338722,44.793858,5192431
2013-07-30,44.987873,44.987873,44.260307,44.7211,2607843
2013-07-31,44.656425,45.2789,44.559418,45.084885,2412645
2013-08-01,45.359741,46.580437,45.198059,46.523849,2432561
2013-08-02,46.402588,47.445431,46.28941,47.210995,4228066
2013-08-05,47.130154,47.332256,46.394505,46.459175,2980552
2013-08-06,46.273243,46.305576,45.311237,46.046886,4909777
2013-08-07,45.424416,46.35408,45.424416,46.321747,3525821
2013-08-08,48.641876,49.151173,48.173,48.706547,5380455
2013-08-09,48.561035,49.587711,48.504444,49.531124,3005663
2013-08-12,49.256264,49.531124,49.029911,49.46645,1876529
2013-08-13,49.547291,49.603882,48.981407,49.603882,2154483
2013-08-14,49.587711,49.587711,49.086498,49.135002,2690475
2013-08-15,48.779305,48.868229,48.318512,48.561035,2389142
2013-08-16,48.488277,48.561035,47.752628,47.760712,2581124
2013-08-19,47.696037,48.229588,47.566692,47.728374,1778682
2013-08-20,47.890057,49.288601,47.890057,49.037994,2223013
2013-08-21,48.795471,48.924816,47.93856,48.383186,2366010
2013-08-22,48.480194,48.480194,46.087307,47.372677,4506391
2013-08-23,47.437347,48.124496,47.235249,47.865803,2172791
2013-08-26,47.857719,48.092159,47.267582,47.267582,1671434
2013-08-27,46.701698,46.766369,45.869038,46.006466,2974614
2013-08-28,46.006466,46.5481,45.650768,46.240906,1559115
2013-08-29,46.216652,46.758286,46.119644,46.451092,1685413
2013-08-30,46.5481,46.669361,46.143898,46.370251,1546745
2013-09-03,46.86338,47.049313,46.200485,46.426838,1858345
2013-09-04,46.523849,47.267582,46.523849,47.000809,2576795
2013-09-05,46.895714,47.202911,45.925629,45.998383,5252673
2013-09-06,46.176231,46.200485,45.481003,45.634602,2612668
2013-09-09,45.755859,46.725948,45.715443,46.677444,1497636
2013-09-10,46.806789,47.097816,46.507679,47.089733,1509264
2013-09-11,47.14632,47.631367,46.936134,47.453518,1830018
2013-09-12,47.324169,47.324169,46.313663,46.523849,1670074
2013-09-13,46.701698,47.421181,46.523849,47.348423,1579525
2013-09-16,48.043655,48.108326,47.502022,47.655617,1369235
2013-09-17,47.809216,48.488277,47.631367,48.472111,1647931
2013-09-18,48.358932,49.417946,48.067905,49.329021,1971778
2013-09-19,49.409863,49.426029,48.69038,48.827808,1391501
2013-09-20,48.940987,48.940987,48.205334,48.496361,2299583
2013-09-23,48.488277,48.609539,48.19725,48.221504,1140019
2013-09-24,48.19725,48.423607,47.801132,48.423607,1507408
2013-09-25,48.310429,48.480194,47.744541,48.067905,2229940
2013-09-26,48.19725,49.005657,48.148746,48.779305,1273986
2013-09-27,48.633793,49.523041,48.302345,49.401779,2308861
2013-09-30,48.997574,49.846401,48.682297,49.393696,3499349
2013-10-01,49.345188,50.016167,49.215843,50.008083,2259628
2013-10-02,49.749393,50.113178,49.393696,49.822151,3159917
2013-10-03,49.72514,49.919159,49.361359,49.822151,1870715
2013-10-04,49.878738,50.23444,49.628132,50.185932,2174028
2013-10-07,49.434116,49.757477,48.884399,48.924816,2741811
2013-10-08,48.585285,49.062248,47.202911,47.364594,3846328
2013-10-09,47.518188,48.059822,47.170574,47.696037,2469547
2013-10-10,47.210995,47.40501,45.392078,45.755859,8048293
2013-10-11,45.295071,45.529507,44.244141,45.521423,6657658
2013-10-14,45.400162,46.499596,45.375908,46.475346,4069359
2013-10-15,46.418755,46.637024,45.666935,45.715443,3239703
2013-10-16,45.788197,46.418755,45.375908,46.208569,3412883
2013-10-17,46.119644,46.903801,45.933712,46.774452,3928341
2013-10-18,47.041229,47.906223,46.919968,47.881973,3525326
2013-10-21,48.043655,48.779305,47.906223,48.755054,2665735
2013-10-22,48.738884,49.523041,48.577202,49.385609,2354877
2013-10-23,49.312855,49.830235,49.078415,49.215843,2481669
2013-10-24,49.48262,50.113178,49.369442,50.072758,1917845
2013-10-25,50.088924,50.476959,49.474537,49.749393,4160526
2013-10-28,49.781731,49.911076,49.450283,49.523041,2302304
2013-10-29,49.611965,50.088924,49.320938,50.088924,1280790
2013-10-30,50.016167,50.654812,49.935326,50.23444,2063563
2013-10-31,50.153599,50.873081,49.902992,50.614391,2794507
2013-11-01,50.743736,50.970089,50.185932,50.573971,1772003
2013-11-04,50.662895,51.147938,50.646725,50.953922,1763591
2013-11-05,50.889248,51.35004,50.565884,50.840744,2278554
2013-11-06,50.881165,51.042847,50.266773,50.953922,2103642
2013-11-07,51.552143,51.932095,49.862572,49.967663,2859078
2013-11-08,50.121262,50.994343,50.121262,50.873081,1807876
2013-11-11,50.840744,51.754246,50.549717,51.463219,1703349
2013-11-12,51.422798,51.511723,50.525463,50.970089,2022371
2013-11-13,50.897331,52.077606,50.897331,51.940178,1646942
2013-11-14,51.940178,52.845592,51.738075,52.409054,2168585
2013-11-15,52.255459,52.61924,51.964432,52.271626,1674156
2013-11-18,52.522232,52.837509,51.729992,51.980598,1749984
2013-11-19,51.738075,51.932095,51.54406,51.754246,2309479
2013-11-20,51.770412,52.530315,51.358124,52.069523,2987355
2013-11-21,51.406628,52.554569,50.856911,52.368633,2381596
2013-11-22,52.215034,52.328213,51.147938,51.689571,1991323
2013-11-25,51.956345,52.344383,51.770412,51.964432,1239350
2013-11-26,52.142281,52.942604,52.10186,52.530315,1538952
2013-11-27,52.465645,52.869846,52.198868,52.756668,1114661
2013-11-29,53.031528,53.484238,52.376717,52.538399,857241
2013-12-02,52.40097,54.260307,52.40097,52.91835,1153008
2013-12-03,52.829426,53.120453,51.042847,53.031528,1189747
2013-12-04,51.762329,52.045273,50.695229,51.131771,2578032
2013-12-05,49.951496,50.937752,49.708973,50.266773,3063183
2013-12-06,51.455132,51.455132,50.501213,51.204529,1132350
2013-12-09,51.253033,51.471302,50.105091,50.194019,1917474
2013-12-10,50.307194,50.501213,49.74131,49.943413,1845728
2013-12-11,49.814068,50.282944,49.191593,49.304771,1718317
2013-12-12,49.426029,49.474537,48.625706,49.151173,1900403
2013-12-13,49.369442,49.74131,49.013744,49.450283,1596843
2013-12-16,45.012127,50.153599,45.012127,48.916733,1587442
2013-12-17,49.329021,49.563461,48.973324,49.118835,1296376
2013-12-18,49.159256,49.830235,48.916733,49.773647,1660796
2013-12-19,49.789814,49.838318,49.24818,49.24818,1242195
2013-12-20,49.312855,49.733227,49.240097,49.345188,2308737
2013-12-23,49.717056,49.717056,49.135002,49.296684,1546869
2013-12-24,50.226353,51.479385,49.345188,49.514957,818399
2013-12-26,50.598221,50.79224,49.523041,50.024254,992940
2013-12-27,49.943413,50.0,49.054165,49.20776,964365
2013-12-30,49.369442,49.555374,49.118835,49.393696,939130
2013-12-31,49.571545,50.097008,49.547291,50.0,989476
2014-01-02,49.862572,50.541634,49.644302,49.789814,921936
2014-01-03,49.822151,50.323364,49.595795,49.70089,987868
2014-01-06,49.991917,50.121262,49.361359,49.361359,1533262
2014-01-07,49.668552,50.23444,49.668552,49.959579,1264338
2014-01-08,49.151173,49.555374,48.504444,48.658043,2800939
2014-01-09,46.88763,47.291836,45.885204,46.685532,6539029
2014-01-10,46.604691,47.065479,46.119644,46.774452,2741316
2014-01-13,46.685532,46.839127,45.650768,45.763947,2457672
2014-01-14,45.763947,46.103477,45.497169,45.610348,4110304
2014-01-15,45.723526,46.701698,45.149555,45.909458,3304398
2014-01-16,46.184319,46.451092,45.109135,45.141472,3712113
2014-01-17,45.481003,45.481003,44.518997,44.599838,2693568
2014-01-21,44.753437,44.874699,43.848019,44.082458,3931062
2014-01-22,44.20372,44.381569,43.742928,43.90461,2720782
2014-01-23,43.605495,43.961197,43.290218,43.387226,3402863
2014-01-24,43.257881,43.508488,42.489895,42.554569,3661520
2014-01-27,42.789005,43.346806,42.514149,42.603073,3759243
2014-01-28,42.756668,43.249798,42.691998,42.902184,2889508
2014-01-29,42.724335,42.91835,41.86742,42.134197,5529637
2014-01-30,42.700081,42.821342,42.368633,42.570736,2215343
2014-01-31,42.012936,42.586903,41.810833,42.328213,2135062
2014-02-03,42.481812,42.627323,41.05093,41.123688,3506648
2014-02-04,42.134197,42.312046,41.390461,41.479385,4079131
2014-02-05,42.166531,44.46241,41.455132,41.86742,4334077
2014-02-06,42.700081,44.066288,42.586903,43.637833,6780244
2014-02-07,43.864189,44.20372,43.484238,44.122879,3232900
2014-02-10,44.058205,44.680679,43.767178,44.518997,3936753
2014-02-11,44.46241,45.141472,44.430073,45.036377,3324685
2014-02-12,45.181892,45.222313,43.767178,44.033955,3343116
2014-02-13,43.839935,44.470493,43.662086,44.276474,1995405
2014-02-14,44.139046,44.729183,43.888439,44.48666,1935410
2014-02-18,44.672596,45.21423,44.438156,44.777687,2625904
2014-02-19,43.767178,43.896523,43.354893,43.379143,1973757
2014-02-20,43.387226,43.597412,42.902184,43.096199,2082613
2014-02-21,43.128536,43.621666,43.055779,43.274052,1874797
2014-02-24,43.468067,44.082458,43.322556,43.476151,2255670
2014-02-25,43.468067,44.025867,43.088116,43.96928,2610194
2014-02-26,44.236053,46.038803,44.066288,45.731609,4720145
2014-02-27,44.874699,46.297493,44.874699,45.311237,3014940
2014-02-28,46.143898,46.434921,45.165726,45.53759,2391740
2014-03-03,45.028294,45.343575,44.874699,44.987873,1525592
2014-03-04,45.295071,45.877121,45.230396,45.79628,1963738
2014-03-05,45.79628,46.507679,45.79628,46.491512,2902868
2014-03-06,47.008892,47.033146,45.553761,46.143898,3213850
2014-03-07,46.370251,46.693615,46.063057,46.378334,2849553
2014-03-10,46.240906,46.839127,45.966045,46.790623,2662395
2014-03-11,46.984638,47.033146,45.715443,46.232822,2475856
2014-03-12,45.917542,46.160065,45.400162,46.135811,3765057
2014-03-13,46.386417,46.402588,45.699272,45.860954,1504811
2014-03-14,45.675018,46.362167,45.569927,46.022636,1484276
2014-03-17,46.135811,46.475346,45.909458,46.378334,1152884
2014-03-18,46.362167,46.628941,46.160065,46.313663,1004939
2014-03-19,46.297493,46.782539,46.07114,46.32983,1273492
2014-03-20,46.119644,46.531933,46.006466,46.273243,3665850
2014-03-21,46.855293,47.784966,46.669361,47.396927,3359321
2014-03-24,47.582863,47.833469,46.451092,46.814877,2005919
2014-03-25,46.992725,47.041229,45.998383,46.402588,1738232
2014-03-26,46.572353,46.572353,45.367825,45.400162,2714473
2014-03-27,45.432499,45.683105,44.987873,45.270817,1897434
2014-03-28,45.367825,45.804363,45.157639,45.715443,1171934
2014-03-31,46.119644,46.119644,45.658852,45.893291,1348454
2014-04-01,45.941795,46.531933,45.683105,46.434921,1401521
2014-04-02,46.507679,47.542442,46.507679,47.518188,1921061
2014-04-03,47.631367,47.906223,47.275665,47.63945,1503945
2014-04-04,48.173,48.464027,46.86338,47.057396,1807504
2014-04-07,46.774452,46.84721,45.844788,46.063057,3938979
2014-04-08,45.949879,46.944221,45.424416,46.798706,2910908
2014-04-09,46.903801,47.607113,46.475346,47.59903,2122321
2014-04-10,47.59903,47.63945,45.060631,45.133389,4038805
2014-04-11,44.316895,44.413906,43.314468,43.694424,4630338
2014-04-14,43.96928,44.082458,43.282135,43.71059,2537458
2014-04-15,43.742928,44.171383,43.039612,43.767178,2239217
2014-04-16,44.098625,44.858528,43.92886,44.333065,1552435
2014-04-17,44.155212,44.333065,43.621666,43.621666,1566413
2014-04-21,43.702507,44.058205,43.548908,43.573162,1914505
2014-04-22,43.654003,44.082458,43.419563,43.896523,1703102
2014-04-23,43.872272,44.324982,43.751011,43.783348,1536107
2014-04-24,43.985451,43.985451,43.524654,43.856102,1288707
2014-04-25,43.864189,43.864189,43.41148,43.524654,1112310
2014-04-28,43.605495,44.381569,43.274052,43.791431,1752458
2014-04-29,43.961197,44.349232,43.831852,44.017784,1494172
2014-04-30,44.001617,44.114796,43.306385,43.815681,2228332
2014-05-01,43.920776,44.122879,43.702507,43.848019,1479452
2014-05-02,43.953114,44.46241,43.815681,44.139046,1296376
2014-05-05,44.017784,44.18755,43.662086,44.147129,1102291
2014-05-06,43.815681,43.848019,43.11237,43.492321,2606112
2014-05-07,43.524654,43.686337,42.869846,43.160873,2672044
2014-05-08,44.421989,45.804363,44.397736,45.21423,4725959
2014-05-09,45.335487,45.626514,45.109135,45.497169,1937266
2014-05-12,45.731609,46.620857,45.53759,46.232822,1828533
2014-05-13,46.208569,46.814877,46.07114,46.515762,1527571
2014-05-14,46.515762,46.701698,46.240906,46.5481,1533385
2014-05-15,46.192402,46.281326,45.51334,45.957962,2005919
2014-05-16,46.135811,46.895714,46.09539,46.88763,1926751
2014-05-19,46.604691,46.944221,46.531933,46.855293,1223022
2014-05-20,46.620857,46.620857,44.818108,44.866611,3033371
2014-05-21,45.359741,45.780113,44.729183,45.157639,2464351
2014-05-22,45.683105,46.879547,44.882782,45.828617,2929587
2014-05-23,46.200485,46.564266,45.788197,46.337914,1676506
2014-05-27,46.35408,46.5481,45.610348,45.642685,1528808
2014-05-28,45.545673,45.675018,45.036377,45.561844,1801938
2014-05-29,46.038803,46.192402,45.472919,45.941795,1209662
2014-05-30,45.933712,46.459175,45.909458,46.394505,1509264
2014-06-02,46.451092,46.952305,46.111561,46.693615,1557507
2014-06-03,46.507679,47.073566,46.434921,46.88763,1497389
2014-06-04,46.410671,47.291836,46.410671,47.283752,1983282
2014-06-05,47.445431,47.687954,46.855293,47.63945,1532519
2014-06-06,47.857719,48.464027,47.712208,48.100243,1200509
2014-06-09,48.326595,48.997574,47.768795,47.978981,1490832
2014-06-10,47.647533,47.833469,47.186741,47.38076,1201498
2014-06-11,47.227161,47.461601,46.628941,46.717865,1489224
2014-06-12,46.540016,46.637024,45.731609,46.160065,1495162
2014-06-13,46.281326,46.475346,45.8367,46.362167,855014
2014-06-16,46.224735,46.669361,46.160065,46.645107,864787
2014-06-17,46.580437,47.033146,46.418755,46.903801,954840
2014-06-18,46.814877,47.041229,46.467258,46.814877,1314931
2014-06-19,46.919968,47.08165,46.443008,46.620857,1216590
2014-06-20,46.766369,46.839127,46.32983,46.645107,2104013
2014-06-23,46.685532,46.928051,46.556183,46.911884,1085715
2014-06-24,46.685532,47.170574,46.386417,46.88763,1261493
2014-06-25,46.742119,47.097816,46.499596,46.725948,1594369
2014-06-26,46.790623,46.790623,45.877121,46.313663,1389398
2014-06-27,46.216652,47.324169,46.208569,47.267582,3984501
2014-06-30,47.259499,47.534355,47.186741,47.421181,1161048
2014-07-01,47.663704,48.746967,47.526272,48.633793,2442580
2014-07-02,48.520615,49.280518,48.496361,49.078415,1862922
2014-07-03,49.094585,49.611965,48.593372,49.595795,970179
2014-07-07,49.256264,49.660469,49.256264,49.555374,1596225
2014-07-08,49.514957,49.757477,49.329021,49.50687,1816040
2014-07-09,49.547291,50.080841,49.498787,50.008083,2169080
2014-07-10,49.264351,49.264351,48.229588,48.674213,4084327
2014-07-11,48.45594,48.512531,47.324169,47.89814,2979562
2014-07-14,48.270008,48.270008,47.631367,47.744541,1719183
2014-07-15,47.752628,47.776878,47.065479,47.332256,1686897
2014-07-16,47.372677,47.372677,46.127728,46.345997,2717689
2014-07-17,46.208569,46.742119,45.998383,46.063057,2348197
2014-07-18,46.232822,46.693615,45.974133,46.653194,1536849
2014-07-21,46.313663,46.499596,45.901375,46.208569,1447909
2014-07-22,46.200485,46.685532,46.200485,46.475346,1903372
2014-07-23,46.459175,46.750202,46.305576,46.515762,1047863
2014-07-24,46.596603,47.275665,46.564266,47.073566,1083612
2014-07-25,46.742119,47.000809,46.580437,46.685532,761992
2014-07-28,46.556183,46.685532,46.135811,46.572353,1117258
2014-07-29,46.515762,47.041229,46.418755,46.725948,1308870
2014-07-30,46.88763,47.63945,46.88763,47.558609,1804907
2014-07-31,46.968472,47.202911,46.831043,46.86338,1964109
2014-08-01,46.798706,46.839127,46.248989,46.734035,1450011
2014-08-04,46.928051,47.744541,46.831043,47.655617,1779548
2014-08-05,47.283752,47.922394,47.033146,47.493938,1562331
2014-08-06,47.227161,48.205334,47.089733,47.849636,1397810
2014-08-07,49.959579,50.347614,48.811642,49.005657,3482897
2014-08-08,49.256264,51.366207,49.256264,51.091351,3176369
2014-08-11,51.147938,51.164108,50.137428,50.541634,2469176
2014-08-12,50.541634,50.881165,50.242523,50.460793,1946543
2014-08-13,49.943413,50.51738,49.911076,50.331448,2252453
2014-08-14,50.5578,50.897331,50.153599,50.727566,1521386
2014-08-15,50.856911,50.873081,49.676636,49.797897,2223508
2014-08-18,50.064674,50.638641,50.0,50.638641,3163380
2014-08-19,51.059013,51.495556,50.864998,51.107517,2464475
2014-08-20,50.873081,51.099434,50.49313,50.913502,3261845
2014-08-21,51.358124,51.770412,50.719482,51.511723,2427860
2014-08-22,51.58448,51.940178,51.414715,51.657234,1590411
2014-08-25,51.84317,52.118027,51.56831,51.616814,1751221
2014-08-26,51.28537,51.778496,51.28537,51.560226,2167966
2014-08-27,51.746159,51.84317,51.28537,51.527889,1627768
2014-08-28,51.196442,51.810833,50.856911,51.535973,1033266
2014-08-29,51.770412,51.932095,51.503639,51.616814,1126165
2014-09-02,51.657234,51.964432,51.341957,51.422798,1351794
2014-09-03,51.705742,51.956345,51.390461,51.487469,1150410
2014-09-04,52.142281,52.675831,51.746159,52.239288,2276699
2014-09-05,52.029102,52.247372,51.511723,52.109943,2347579
2014-09-08,52.126114,52.481812,51.592564,51.84317,1244298
2014-09-09,51.883591,51.948261,51.366207,51.471302,1296376
2014-09-10,51.883591,52.562653,51.649151,52.352467,2575187
2014-09-11,52.263542,52.869846,52.239288,52.65966,2560343
2014-09-12,52.780922,53.15279,52.457558,52.700081,1393728
2014-09-15,52.530315,52.886017,52.441391,52.578819,877775
2014-09-16,52.36055,53.395309,52.320129,53.354893,1831750
2014-09-17,53.120453,53.282135,52.732418,53.063866,1621336
2014-09-18,53.15279,53.896523,53.088116,53.807598,1613172
2014-09-19,54.195637,54.300728,53.492321,53.807598,1807381
2014-09-22,53.556992,54.001617,53.532742,53.815681,3122807
2014-09-23,53.516571,53.751011,53.201294,53.556992,1856737
2014-09-24,53.751011,55.076797,53.64592,54.971706,2605369
2014-09-25,54.890865,55.101051,54.324982,54.810024,3721515
2014-09-26,54.842361,55.464832,54.810024,55.189976,2554652
2014-09-29,54.971706,55.319321,54.535168,54.78577,2524470
2014-09-30,54.672596,54.826191,54.050121,54.147129,1505800
2014-10-01,54.147129,54.147129,53.265965,53.459984,1778559
2014-10-02,53.532742,54.130962,53.047695,53.848019,1484029
2014-10-03,54.025867,54.494743,53.759094,54.405823,1319261
2014-10-06,55.327404,55.367825,54.1633,54.22797,1889641
2014-10-07,53.945026,54.171383,53.265965,53.306385,2398048
2014-10-08,53.540825,54.931286,53.484238,54.842361,2040060
2014-10-09,54.97979,55.367825,54.082458,54.494743,3435396
2014-10-10,54.324982,54.510914,53.888439,53.888439,2410542
2014-10-13,53.90461,53.90461,52.845592,52.934521,2664127
2014-10-14,53.241714,54.324982,52.902184,53.96928,2674270
2014-10-15,53.13662,53.985451,52.118027,53.783348,4662995
